seqname	source	feature	start	end	score	strand	frame	attributes	Name	orf_classification	gene	chr
chr1	geneDB	CDS	1776500	1778548	.	+	.	GTP cyclohydrolase (predicted)	SPAC17A5.13	.	.	1
chr1	geneDB	gene	1778549	1786437	.	+	.	exonuclease II Exo2	SPAC17A5.14	.	.	1
chr1	geneDB	CDS	1778549	1786437	.	+	.	exonuclease II Exo2	SPAC17A5.14	.	.	1
chr1	geneDB	gene	1785086	1792243	.	-	.	mitochondrial ribosomal protein subunit L1 (predicted)	SPAC1610.02c	.	.	1
chr1	geneDB	CDS	1785086	1792243	.	-	.	mitochondrial ribosomal protein subunit L1 (predicted)	SPAC1610.02c	.	.	1
chr1	geneDB	gene	1786438	1790624	.	+	.	Ubp5 interacting protein Ftp105	SPAC17A5.16	.	.	1
chr1	geneDB	CDS	1786438	1790624	.	+	.	Ubp5 interacting protein Ftp105	SPAC17A5.16	.	.	1
chr1	geneDB	gene	1790625	1792463	.	+	.	conserved fungal protein	SPAC1610.01	.	.	1
chr1	geneDB	CDS	1790625	1792463	.	+	.	conserved fungal protein	SPAC1610.01	.	.	1
chr1	geneDB	gene	1792244	1794972	.	-	.	poly(A) binding protein Crp79	SPAC1610.03c	.	.	1
chr1	geneDB	CDS	1792244	1794972	.	-	.	poly(A) binding protein Crp79	SPAC1610.03c	.	.	1
chr1	geneDB	gene	1792464	1796299	.	+	.	antisense RNA (predicted)	SPNCRNA.762	.	.	1
chr1	geneDB	CDS	1792464	1796299	.	+	.	antisense RNA (predicted)	SPNCRNA.762	.	.	1
chr1	geneDB	gene	1794973	1802983	.	-	.	glucosidase II Gls2	SPAC1002.03c	.	.	1
chr1	geneDB	CDS	1794973	1802983	.	-	.	glucosidase II Gls2	SPAC1002.03c	.	.	1
chr1	geneDB	gene	1796300	1798346	.	+	.	meiotically upregulated gene Mug99	SPAC1610.04	localization was additionally determined through the presence of CCCTCTC downstream sequence significantly overrepresented in mitochondrial proteins	.	1
chr1	geneDB	CDS	1796300	1798346	.	+	.	meiotically upregulated gene Mug99	SPAC1610.04	localization was additionally determined through the presence of CCCTCTC downstream sequence significantly overrepresented in mitochondrial proteins	.	1
chr1	geneDB	gene	1798347	1799127	.	+	.	conserved fungal protein	SPAC1002.01	.	.	1
chr1	geneDB	CDS	1798347	1799127	.	+	.	conserved fungal protein	SPAC1002.01	.	.	1
chr1	geneDB	gene	1799128	1813438	.	+	.	nucleoporin Pom34 (predicted)	SPAC1002.02	.	.	1
chr1	geneDB	CDS	1799128	1813438	.	+	.	nucleoporin Pom34 (predicted)	SPAC1002.02	.	.	1
chr1	geneDB	gene	1802984	1804372	.	-	.	transcription factor TFIID complex subunit Taf11 (predicted)	SPAC1002.04c	.	.	1
chr1	geneDB	CDS	1802984	1804372	.	-	.	transcription factor TFIID complex subunit Taf11 (predicted)	SPAC1002.04c	.	.	1
chr1	geneDB	gene	1804373	1806797	.	-	.	histone demethylase Jmj2	SPAC1002.05c	.	.	1
chr1	geneDB	CDS	1804373	1806797	.	-	.	histone demethylase Jmj2	SPAC1002.05c	.	.	1
chr1	geneDB	gene	1806798	1807781	.	-	.	bouquet formation protein Bqt2	SPAC1002.06c	.	.	1
chr1	geneDB	CDS	1806798	1807781	.	-	.	bouquet formation protein Bqt2	SPAC1002.06c	.	.	1
chr1	geneDB	gene	1807782	1809241	.	-	.	N-acetyltransferase Ats1 (predicted)	SPAC1002.07c	.	.	1
chr1	geneDB	CDS	1807782	1809241	.	-	.	N-acetyltransferase Ats1 (predicted)	SPAC1002.07c	.	.	1
chr1	geneDB	gene	1809242	1811123	.	-	.	mitochondrial RNA polymerase specificity factor Mtf1	SPAC1002.08c	.	.	1
chr1	geneDB	CDS	1809242	1811123	.	-	.	mitochondrial RNA polymerase specificity factor Mtf1	SPAC1002.08c	.	.	1
chr1	geneDB	gene	1811124	1813668	.	-	.	dihydrolipoamide dehydrogenase Dld1	SPAC1002.09c	.	.	1
chr1	geneDB	CDS	1811124	1813668	.	-	.	dihydrolipoamide dehydrogenase Dld1	SPAC1002.09c	.	.	1
chr1	geneDB	gene	1813439	1816652	.	+	.	antisense RNA (predicted)	SPNCRNA.763	.	.	1
chr1	geneDB	CDS	1813439	1816652	.	+	.	antisense RNA (predicted)	SPNCRNA.763	.	.	1
chr1	geneDB	gene	1813669	1815627	.	-	.	SGT1 family transcriptional regulator Sgt1	SPAC1002.10c	.	.	1
chr1	geneDB	CDS	1813669	1815627	.	-	.	SGT1 family transcriptional regulator Sgt1	SPAC1002.10c	.	.	1
chr1	geneDB	gene	1815628	1820338	.	-	.	succinate-semialdehyde dehydrogenase (predicted)	SPAC1002.12c	.	.	1
chr1	geneDB	CDS	1815628	1820338	.	-	.	succinate-semialdehyde dehydrogenase (predicted)	SPAC1002.12c	.	.	1
chr1	geneDB	gene	1816653	1823971	.	+	.	GPI-anchor transamidase complex subunit Gaa1 (predicted)	SPAC1002.11	.	.	1
chr1	geneDB	CDS	1816653	1823971	.	+	.	GPI-anchor transamidase complex subunit Gaa1 (predicted)	SPAC1002.11	.	.	1
chr1	geneDB	gene	1820339	1823189	.	-	.	cell wall protein Psu1, beta-glucosidase (predicted)	SPAC1002.13c	.	.	1
chr1	geneDB	CDS	1820339	1823189	.	-	.	cell wall protein Psu1, beta-glucosidase (predicted)	SPAC1002.13c	.	.	1
chr1	geneDB	gene	1823190	1827061	.	-	.	mediator complex subunit Pmc5	SPAC1002.15c	.	.	1
chr1	geneDB	CDS	1823190	1827061	.	-	.	mediator complex subunit Pmc5	SPAC1002.15c	.	.	1
chr1	geneDB	gene	1823972	1824784	.	+	.	sequence orphan	SPAC1002.20	.	.	1
chr1	geneDB	CDS	1823972	1824784	.	+	.	sequence orphan	SPAC1002.20	.	.	1
chr1	geneDB	gene	1824785	1832456	.	+	.	ubiquitin-protein ligase E3 (predicted)	SPAC1002.14	.	.	1
chr1	geneDB	CDS	1824785	1832456	.	+	.	ubiquitin-protein ligase E3 (predicted)	SPAC1002.14	.	.	1
chr1	geneDB	gene	1827062	1829370	.	-	.	nicotinic acid plasma membrane transporter (predicted)	SPAC1002.16c	.	.	1
chr1	geneDB	CDS	1827062	1829370	.	-	.	nicotinic acid plasma membrane transporter (predicted)	SPAC1002.16c	.	.	1
chr1	geneDB	gene	1829371	1831626	.	-	.	uracil phosphoribosyltransferase (predicted)	SPAC1002.17c	.	.	1
chr1	geneDB	CDS	1829371	1831626	.	-	.	uracil phosphoribosyltransferase (predicted)	SPAC1002.17c	.	.	1
chr1	geneDB	gene	1831627	1840290	.	-	.	antisense RNA (predicted)	SPNCRNA.764	.	.	1
chr1	geneDB	CDS	1831627	1840290	.	-	.	antisense RNA (predicted)	SPNCRNA.764	.	.	1
chr1	geneDB	gene	1832457	1835468	.	+	.	DUF1688 family protein	SPAC1002.18	.	.	1
chr1	geneDB	CDS	1832457	1835468	.	+	.	DUF1688 family protein	SPAC1002.18	.	.	1
chr1	geneDB	gene	1835469	1838586	.	+	.	GTP cyclohydrolase II (predicted)	SPAC1002.19	.	.	1
chr1	geneDB	CDS	1835469	1838586	.	+	.	GTP cyclohydrolase II (predicted)	SPAC1002.19	.	.	1
chr1	geneDB	gene	1838587	1840620	.	+	.	transcription factor, zf-fungal binuclear cluster type (predicted)	SPAC1399.05c	.	.	1
chr1	geneDB	CDS	1838587	1840620	.	+	.	transcription factor, zf-fungal binuclear cluster type (predicted)	SPAC1399.05c	.	.	1
chr1	geneDB	gene	1840291	1843681	.	-	.	uracil permease	SPAC1399.03	.	.	1
chr1	geneDB	CDS	1840291	1843681	.	-	.	uracil permease	SPAC1399.03	.	.	1
chr1	geneDB	gene	1840621	1844129	.	+	.	uracil phosphoribosyltransferase (predicted)	SPAC1399.04c	.	.	1
chr1	geneDB	CDS	1840621	1844129	.	+	.	uracil phosphoribosyltransferase (predicted)	SPAC1399.04c	.	.	1
chr1	geneDB	gene	1843682	1847890	.	-	.	membrane transporter (predicted)	SPAC1399.02	.	.	1
chr1	geneDB	CDS	1843682	1847890	.	-	.	membrane transporter (predicted)	SPAC1399.02	.	.	1
chr1	geneDB	gene	1844130	1852626	.	+	.	non-coding RNA (predicted)	SPNCRNA.178	warning, this transcript could be on either strand	.	1
chr1	geneDB	CDS	1844130	1852626	.	+	.	non-coding RNA (predicted)	SPNCRNA.178	warning, this transcript could be on either strand	.	1
chr1	geneDB	gene	1847891	1850358	.	-	.	sequence orphan	SPAC1399.06	.	.	1
chr1	geneDB	CDS	1847891	1850358	.	-	.	sequence orphan	SPAC1399.06	.	.	1
chr1	geneDB	gene	1850359	1860141	.	-	.	cell agglutination protein Mam3	SPAP11E10.02c	.	.	1
chr1	geneDB	CDS	1850359	1860141	.	-	.	cell agglutination protein Mam3	SPAP11E10.02c	.	.	1
chr1	geneDB	gene	1852627	1855805	.	+	.	membrane transporter (predicted)	SPAC1399.01c	.	.	1
chr1	geneDB	CDS	1852627	1855805	.	+	.	membrane transporter (predicted)	SPAC1399.01c	.	.	1
chr1	geneDB	gene	1855806	1861145	.	+	.	ornithine cyclodeaminase family (predicted)	SPAP11E10.01	.	.	1
chr1	geneDB	CDS	1855806	1861145	.	+	.	ornithine cyclodeaminase family (predicted)	SPAP11E10.01	.	.	1
chr1	geneDB	gene	1860142	1865608	.	-	.	geranylgeranyltransferase I alpha subunit Cwp1	SPAPB1A10.04c	.	.	1
chr1	geneDB	CDS	1860142	1865608	.	-	.	geranylgeranyltransferase I alpha subunit Cwp1	SPAPB1A10.04c	.	.	1
chr1	geneDB	gene	1861146	1861933	.	+	.	non-coding RNA (predicted)	SPNCRNA.181	warning, this transcript could be on either strand	.	1
chr1	geneDB	CDS	1861146	1861933	.	+	.	non-coding RNA (predicted)	SPNCRNA.181	warning, this transcript could be on either strand	.	1
chr1	geneDB	gene	1861934	1863362	.	+	.	CENP-A chaperone Scm3	SPAPB1A10.02	.	.	1
chr1	geneDB	CDS	1861934	1863362	.	+	.	CENP-A chaperone Scm3	SPAPB1A10.02	.	.	1
chr1	geneDB	gene	1863363	1863971	.	+	.	mRNA export receptor Nxt1	SPAPB1A10.03	.	.	1
chr1	geneDB	CDS	1863363	1863971	.	+	.	mRNA export receptor Nxt1	SPAPB1A10.03	.	.	1
chr1	geneDB	gene	1863972	1867134	.	+	.	conserved fungal protein	SPAPB1A10.16	.	.	1
chr1	geneDB	CDS	1863972	1867134	.	+	.	conserved fungal protein	SPAPB1A10.16	.	.	1
chr1	geneDB	gene	1865609	1866964	.	-	.	intergenic RNA (predicted), possible alternative UTR	SPNCRNA.765	.	.	1
chr1	geneDB	CDS	1865609	1866964	.	-	.	intergenic RNA (predicted), possible alternative UTR	SPNCRNA.765	.	.	1
chr1	geneDB	gene	1866965	1871850	.	-	.	ATP-dependent RNA helicase Dhr1 (predicted)	SPAPB1A10.06c	.	.	1
chr1	geneDB	CDS	1866965	1871850	.	-	.	ATP-dependent RNA helicase Dhr1 (predicted)	SPAPB1A10.06c	.	.	1
chr1	geneDB	gene	1867135	1874205	.	+	.	sequence orphan	SPAPB1A10.05	.	.	1
chr1	geneDB	CDS	1867135	1874205	.	+	.	sequence orphan	SPAPB1A10.05	.	.	1
chr1	geneDB	gene	1871851	1873797	.	-	.	sphingolipid biosynthesis protein (predicted)	SPAPB1A10.07c	.	.	1
chr1	geneDB	CDS	1871851	1873797	.	-	.	sphingolipid biosynthesis protein (predicted)	SPAPB1A10.07c	.	.	1
chr1	geneDB	gene	1873798	1875080	.	-	.	intergenic RNA (predicted)	SPNCRNA.767	.	.	1
chr1	geneDB	CDS	1873798	1875080	.	-	.	intergenic RNA (predicted)	SPNCRNA.767	.	.	1
chr1	geneDB	gene	1874206	1876258	.	+	.	intergenic RNA (predicted), possible alternative UTR	SPNCRNA.766	.	.	1
chr1	geneDB	CDS	1874206	1876258	.	+	.	intergenic RNA (predicted), possible alternative UTR	SPNCRNA.766	.	.	1
chr1	geneDB	gene	1875081	1875651	.	-	.	intergenic RNA (predicted)	SPNCRNA.768	.	.	1
chr1	geneDB	CDS	1875081	1875651	.	-	.	intergenic RNA (predicted)	SPNCRNA.768	.	.	1
chr1	geneDB	gene	1875652	1881910	.	-	.	GTPase Ypt71	SPAPB1A10.10c	.	.	1
chr1	geneDB	CDS	1875652	1881910	.	-	.	GTPase Ypt71	SPAPB1A10.10c	.	.	1
chr1	geneDB	gene	1876259	1878361	.	+	.	sequence orphan	SPAPB1A10.08	.	.	1
chr1	geneDB	CDS	1876259	1878361	.	+	.	sequence orphan	SPAPB1A10.08	.	.	1
chr1	geneDB	gene	1878362	1887684	.	+	.	antiparallel microtubule cross-linking factor Ase1	SPAPB1A10.09	.	.	1
chr1	geneDB	CDS	1878362	1887684	.	+	.	antiparallel microtubule cross-linking factor Ase1	SPAPB1A10.09	.	.	1
chr1	geneDB	gene	1881911	1884051	.	-	.	mitochondrial glutamyl-tRNA synthetase Mse1 (predicted)	SPAPB1A10.11c	.	.	1
chr1	geneDB	CDS	1881911	1884051	.	-	.	mitochondrial glutamyl-tRNA synthetase Mse1 (predicted)	SPAPB1A10.11c	.	.	1
chr1	geneDB	gene	1884052	1886203	.	-	.	D-arabinono-1,4-lactone oxidase (predicted)	SPAPB1A10.12c	.	.	1
chr1	geneDB	CDS	1884052	1886203	.	-	.	D-arabinono-1,4-lactone oxidase (predicted)	SPAPB1A10.12c	.	.	1
chr1	geneDB	gene	1886204	1888797	.	-	.	antisense RNA (predicted)	SPNCRNA.769	.	.	1
chr1	geneDB	CDS	1886204	1888797	.	-	.	antisense RNA (predicted)	SPNCRNA.769	.	.	1
chr1	geneDB	gene	1887685	1890919	.	+	.	sequence orphan	SPAPB1A10.13	.	.	1
chr1	geneDB	CDS	1887685	1890919	.	+	.	sequence orphan	SPAPB1A10.13	.	.	1
chr1	geneDB	gene	1888798	1898926	.	-	.	antisense RNA (predicted)	SPNCRNA.770	.	.	1
chr1	geneDB	CDS	1888798	1898926	.	-	.	antisense RNA (predicted)	SPNCRNA.770	.	.	1
chr1	geneDB	gene	1890920	1892553	.	+	.	F-box protein (predicted)	SPAPB1A10.14	.	.	1
chr1	geneDB	CDS	1890920	1892553	.	+	.	F-box protein (predicted)	SPAPB1A10.14	.	.	1
chr1	geneDB	gene	1892554	1895463	.	+	.	Arv1-like family protein Arv1 (predicted)	SPAPB1A10.15	.	.	1
chr1	geneDB	CDS	1892554	1895463	.	+	.	Arv1-like family protein Arv1 (predicted)	SPAPB1A10.15	.	.	1
chr1	geneDB	gene	1895464	1897522	.	+	.	succinate dehydrogenase (ubiquinone) iron-sulfur protein subunit (predicted)	SPAC140.01	.	.	1
chr1	geneDB	CDS	1895464	1897522	.	+	.	succinate dehydrogenase (ubiquinone) iron-sulfur protein subunit (predicted)	SPAC140.01	.	.	1
chr1	geneDB	gene	1897523	1900051	.	+	.	nucleolar protein required for rRNA processing	SPAC140.02	.	.	1
chr1	geneDB	CDS	1897523	1900051	.	+	.	nucleolar protein required for rRNA processing	SPAC140.02	.	.	1
chr1	geneDB	gene	1898927	1901995	.	-	.	antisense RNA (predicted)	SPNCRNA.771	.	.	1
chr1	geneDB	CDS	1898927	1901995	.	-	.	antisense RNA (predicted)	SPNCRNA.771	.	.	1
chr1	geneDB	gene	1900052	1901611	.	+	.	argonaute binding protein 1	SPAC140.03	.	.	1
chr1	geneDB	CDS	1900052	1901611	.	+	.	argonaute binding protein 1	SPAC140.03	.	.	1
chr1	geneDB	gene	1901612	1902318	.	+	.	non-coding RNA (predicted)	SPNCRNA.182	warning, this transcript could be on either strand	.	1
chr1	geneDB	CDS	1901612	1902318	.	+	.	non-coding RNA (predicted)	SPNCRNA.182	warning, this transcript could be on either strand	.	1
chr1	geneDB	gene	1901996	1904259	.	-	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.772	.	.	1
chr1	geneDB	CDS	1901996	1904259	.	-	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.772	.	.	1
chr1	geneDB	gene	1902319	1908267	.	+	.	conserved eukaryotic protein	SPAC140.04	.	.	1
chr1	geneDB	CDS	1902319	1908267	.	+	.	conserved eukaryotic protein	SPAC140.04	.	.	1
chr1	geneDB	gene	1904135	1905884	.	-	.	dubious	SPAC110.05	.	.	1
chr1	geneDB	CDS	1904135	1905884	.	-	.	dubious	SPAC110.05	.	.	1
chr1	geneDB	gene	1904260	1904134	.	-	.	antisense RNA (predicted)	SPNCRNA.557	.	.	1
chr1	geneDB	CDS	1904260	1904134	.	-	.	antisense RNA (predicted)	SPNCRNA.557	.	.	1
chr1	geneDB	gene	1905885	1915898	.	-	.	antisense RNA (predicted)	SPNCRNA.773	.	.	1
chr1	geneDB	CDS	1905885	1915898	.	-	.	antisense RNA (predicted)	SPNCRNA.773	.	.	1
chr1	geneDB	gene	1908268	1912041	.	+	.	serine/threonine protein kinase Ppk1 (predicted)	SPAC110.01	.	.	1
chr1	geneDB	CDS	1908268	1912041	.	+	.	serine/threonine protein kinase Ppk1 (predicted)	SPAC110.01	.	.	1
chr1	geneDB	gene	1912042	1916107	.	+	.	cohesin-associated protein Pds5	SPAC110.02	.	.	1
chr1	geneDB	CDS	1912042	1916107	.	+	.	cohesin-associated protein Pds5	SPAC110.02	.	.	1
chr1	geneDB	gene	1915899	1920160	.	-	.	heat shock protein Pss1	SPAC110.04c	.	.	1
chr1	geneDB	CDS	1915899	1920160	.	-	.	heat shock protein Pss1	SPAC110.04c	.	.	1
chr1	geneDB	gene	1916108	1920875	.	+	.	Rho family GTPase Cdc42	SPAC110.03	.	.	1
chr1	geneDB	CDS	1916108	1920875	.	+	.	Rho family GTPase Cdc42	SPAC110.03	.	.	1
chr1	geneDB	gene	1920161	1928323	.	-	.	UPF0136 family protein	SPAP14E8.05c	.	.	1
chr1	geneDB	CDS	1920161	1928323	.	-	.	UPF0136 family protein	SPAP14E8.05c	.	.	1
chr1	geneDB	gene	1920876	1922955	.	+	.	intergenic RNA (predicted)	SPNCRNA.774	.	.	1
chr1	geneDB	CDS	1920876	1922955	.	+	.	intergenic RNA (predicted)	SPNCRNA.774	.	.	1
chr1	geneDB	gene	1922956	1925101	.	+	.	FHA domain protein Tos4 (predicted)	SPAP14E8.02	.	.	1
chr1	geneDB	CDS	1922956	1925101	.	+	.	FHA domain protein Tos4 (predicted)	SPAP14E8.02	.	.	1
chr1	geneDB	gene	1925102	1926738	.	+	.	SNARE Bos1 (predicted)	SPAP14E8.03	.	.	1
chr1	geneDB	CDS	1925102	1926738	.	+	.	SNARE Bos1 (predicted)	SPAP14E8.03	.	.	1
chr1	geneDB	gene	1926739	1935356	.	+	.	metallopeptidase Oma1 (predicted)	SPAP14E8.04	.	.	1
chr1	geneDB	CDS	1926739	1935356	.	+	.	metallopeptidase Oma1 (predicted)	SPAP14E8.04	.	.	1
chr1	geneDB	gene	1928324	1931164	.	-	.	origin recognition complex subunit Orp3 (predicted)	SPAC3H1.01c	.	.	1
chr1	geneDB	CDS	1928324	1931164	.	-	.	origin recognition complex subunit Orp3 (predicted)	SPAC3H1.01c	.	.	1
chr1	geneDB	gene	1931165	1934698	.	-	.	metallopeptidase (predicted)	SPAC3H1.02c	.	.	1
chr1	geneDB	CDS	1931165	1934698	.	-	.	metallopeptidase (predicted)	SPAC3H1.02c	.	.	1
chr1	geneDB	gene	1934699	1937982	.	-	.	mitochondrial inner membrane protein Mdm31 (predicted)	SPAC3H1.04c	PMID:16823372 predict a frameshift at base 1684, unconfirmed	.	1
chr1	geneDB	CDS	1934699	1937982	.	-	.	mitochondrial inner membrane protein Mdm31 (predicted)	SPAC3H1.04c	PMID:16823372 predict a frameshift at base 1684, unconfirmed	.	1
chr1	geneDB	gene	1935357	1938899	.	+	.	mouse transcriptional regulator, HCNGP-like (predicted)	SPAC3H1.03	.	.	1
chr1	geneDB	CDS	1935357	1938899	.	+	.	mouse transcriptional regulator, HCNGP-like (predicted)	SPAC3H1.03	.	.	1
chr1	geneDB	gene	1937983	1942786	.	-	.	membrane transporter (predicted)	SPAC3H1.06c	.	.	1
chr1	geneDB	CDS	1937983	1942786	.	-	.	membrane transporter (predicted)	SPAC3H1.06c	.	.	1
chr1	geneDB	gene	1938900	1943704	.	+	.	CAAX prenyl protease (predicted)	SPAC3H1.05	.	.	1
chr1	geneDB	CDS	1938900	1943704	.	+	.	CAAX prenyl protease (predicted)	SPAC3H1.05	.	.	1
chr1	geneDB	gene	1942787	1946101	.	-	.	DUF1640 family protein	SPAC3H1.08c	.	.	1
chr1	geneDB	CDS	1942787	1946101	.	-	.	DUF1640 family protein	SPAC3H1.08c	.	.	1
chr1	geneDB	gene	1943705	1944230	.	+	.	intergenic RNA (predicted)	SPNCRNA.775	.	.	1
chr1	geneDB	CDS	1943705	1944230	.	+	.	intergenic RNA (predicted)	SPNCRNA.775	.	.	1
chr1	geneDB	gene	1944231	1945458	.	+	.	arginase Aru1	SPAC3H1.07	.	.	1
chr1	geneDB	CDS	1944231	1945458	.	+	.	arginase Aru1	SPAC3H1.07	.	.	1
chr1	geneDB	gene	1945459	1949755	.	+	.	antisense RNA (predicted)	SPNCRNA.776	.	.	1
chr1	geneDB	CDS	1945459	1949755	.	+	.	antisense RNA (predicted)	SPNCRNA.776	.	.	1
chr1	geneDB	gene	1946102	1948941	.	-	.	vacuolar amino acid efflux transporter Avt3	SPAC3H1.09c	.	.	1
chr1	geneDB	CDS	1946102	1948941	.	-	.	vacuolar amino acid efflux transporter Avt3	SPAC3H1.09c	.	.	1
chr1	geneDB	gene	1948942	1953595	.	-	.	intergenic RNA (predicted)	SPNCRNA.777	.	.	1
chr1	geneDB	CDS	1948942	1953595	.	-	.	intergenic RNA (predicted)	SPNCRNA.777	.	.	1
chr1	geneDB	gene	1949756	1952383	.	+	.	phytochelatin synthetase	SPAC3H1.10	.	.	1
chr1	geneDB	CDS	1949756	1952383	.	+	.	phytochelatin synthetase	SPAC3H1.10	.	.	1
chr1	geneDB	gene	1952384	1953734	.	+	.	intergenic RNA (predicted)	SPNCRNA.778	.	.	1
chr1	geneDB	CDS	1952384	1953734	.	+	.	intergenic RNA (predicted)	SPNCRNA.778	.	.	1
chr1	geneDB	gene	1953596	1954186	.	-	.	intergenic RNA (predicted)	SPNCRNA.780	.	.	1
chr1	geneDB	CDS	1953596	1954186	.	-	.	intergenic RNA (predicted)	SPNCRNA.780	.	.	1
chr1	geneDB	gene	1953735	1954819	.	+	.	intergenic RNA (predicted)	SPNCRNA.779	.	.	1
chr1	geneDB	CDS	1953735	1954819	.	+	.	intergenic RNA (predicted)	SPNCRNA.779	.	.	1
chr1	geneDB	gene	1954187	1956372	.	-	.	intergenic RNA (predicted)	SPNCRNA.782	.	.	1
chr1	geneDB	CDS	1954187	1956372	.	-	.	intergenic RNA (predicted)	SPNCRNA.782	.	.	1
chr1	geneDB	gene	1954820	1956500	.	+	.	intergenic RNA (predicted)	SPNCRNA.781	.	.	1
chr1	geneDB	CDS	1954820	1956500	.	+	.	intergenic RNA (predicted)	SPNCRNA.781	.	.	1
chr1	geneDB	gene	1956373	1957899	.	-	.	intergenic RNA (predicted)	SPNCRNA.783	.	.	1
chr1	geneDB	CDS	1956373	1957899	.	-	.	intergenic RNA (predicted)	SPNCRNA.783	.	.	1
chr1	geneDB	gene	1956501	1959310	.	+	.	intergenic RNA (predicted)	SPNCRNA.784	.	.	1
chr1	geneDB	CDS	1956501	1959310	.	+	.	intergenic RNA (predicted)	SPNCRNA.784	.	.	1
chr1	geneDB	gene	1957900	1965105	.	-	.	Lid2 complex subunit Snt2	SPAC3H1.12c	.	.	1
chr1	geneDB	CDS	1957900	1965105	.	-	.	Lid2 complex subunit Snt2	SPAC3H1.12c	.	.	1
chr1	geneDB	gene	1959311	1965172	.	+	.	transcription factor Hsr1	SPAC3H1.11	.	.	1
chr1	geneDB	CDS	1959311	1965172	.	+	.	transcription factor Hsr1	SPAC3H1.11	.	.	1
chr1	geneDB	gene	1965106	1966635	.	-	.	non-coding RNA (predicted)	SPNCRNA.530	transfrag I	.	1
chr1	geneDB	CDS	1965106	1966635	.	-	.	non-coding RNA (predicted)	SPNCRNA.530	transfrag I	.	1
chr1	geneDB	gene	1965173	1967021	.	+	.	serine/threonine protein kinase Ppk13 (predicted)	SPAC3H1.13	.	.	1
chr1	geneDB	CDS	1965173	1967021	.	+	.	serine/threonine protein kinase Ppk13 (predicted)	SPAC3H1.13	.	.	1
chr1	geneDB	gene	1966636	1969046	.	-	.	dubious	SPAC9G1.14	.	.	1
chr1	geneDB	CDS	1966636	1969046	.	-	.	dubious	SPAC9G1.14	.	.	1
chr1	geneDB	gene	1967022	1969117	.	+	.	cytoplasmic vesicle protein, Vid24 family (predicted)	SPAC3H1.14	.	.	1
chr1	geneDB	CDS	1967022	1969117	.	+	.	cytoplasmic vesicle protein, Vid24 family (predicted)	SPAC3H1.14	.	.	1
chr1	geneDB	gene	1969047	1974054	.	-	.	60S ribosomal protein L30 (predicted)	SPAC9G1.03c	.	.	1
chr1	geneDB	CDS	1969047	1974054	.	-	.	60S ribosomal protein L30 (predicted)	SPAC9G1.03c	.	.	1
chr1	geneDB	gene	1969118	1975284	.	+	.	MAP kinase kinase kinase Wis4	SPAC9G1.02	.	.	1
chr1	geneDB	CDS	1969118	1975284	.	+	.	MAP kinase kinase kinase Wis4	SPAC9G1.02	.	.	1
chr1	geneDB	gene	1974055	1982107	.	-	.	cytokinesis protein Cyk3 (predicted)	SPAC9G1.06c	.	.	1
chr1	geneDB	CDS	1974055	1982107	.	-	.	cytokinesis protein Cyk3 (predicted)	SPAC9G1.06c	.	.	1
chr1	geneDB	gene	1975285	1976901	.	+	.	mitochondrial inner membrane translocase Oxa101	SPAC9G1.04	.	.	1
chr1	geneDB	CDS	1975285	1976901	.	+	.	mitochondrial inner membrane translocase Oxa101	SPAC9G1.04	.	.	1
chr1	geneDB	gene	1976902	1983181	.	+	.	actin cortical patch component Aip1 (predicted)	SPAC9G1.05	.	.	1
chr1	geneDB	CDS	1976902	1983181	.	+	.	actin cortical patch component Aip1 (predicted)	SPAC9G1.05	.	.	1
chr1	geneDB	gene	1982108	1985293	.	-	.	phospholipase (predicted)	SPAC9G1.08c	.	.	1
chr1	geneDB	CDS	1982108	1985293	.	-	.	phospholipase (predicted)	SPAC9G1.08c	.	.	1
chr1	geneDB	gene	1983182	1985756	.	+	.	sequence orphan	SPAC9G1.07	.	.	1
chr1	geneDB	CDS	1983182	1985756	.	+	.	sequence orphan	SPAC9G1.07	.	.	1
chr1	geneDB	gene	1985294	1985643	.	-	.	mitotic spindle organizing protein Mzt1 (predicted)	SPAC9G1.15c	.	.	1
chr1	geneDB	CDS	1985294	1985643	.	-	.	mitotic spindle organizing protein Mzt1 (predicted)	SPAC9G1.15c	.	.	1
chr1	geneDB	gene	1985644	1990975	.	-	.	inositol polyphosphate phosphatase (predicted)	SPAC9G1.10c	.	.	1
chr1	geneDB	CDS	1985644	1990975	.	-	.	inositol polyphosphate phosphatase (predicted)	SPAC9G1.10c	.	.	1
chr1	geneDB	gene	1985757	1993929	.	+	.	PAK-related GC kinase Sid1	SPAC9G1.09	.	.	1
chr1	geneDB	CDS	1985757	1993929	.	+	.	PAK-related GC kinase Sid1	SPAC9G1.09	.	.	1
chr1	geneDB	gene	1990976	1992929	.	-	.	septin Spn4	SPAC9G1.11c	.	.	1
chr1	geneDB	CDS	1990976	1992929	.	-	.	septin Spn4	SPAC9G1.11c	.	.	1
chr1	geneDB	gene	1992930	1996683	.	-	.	Swr1 complex subunit Swc4	SPAC9G1.13c	.	.	1
chr1	geneDB	CDS	1992930	1996683	.	-	.	Swr1 complex subunit Swc4	SPAC9G1.13c	.	.	1
chr1	geneDB	gene	1993930	1999134	.	+	.	tRNA (m1A) methyltransferase complex catalytic subunit Cpd1	SPAC9G1.12	.	.	1
